Frequency Output,Frequency Input,FCC Callsign,County,State,Agency/Category,Description,Alpha Tag,PL Tone,Mode,Class Station Code,Tag
851.700000,0.00000, ,Peel,ON,  Greater Toronto Airports Authority,Site 001 GTAA, , ,Project 25, ,TRS
851.775000,0.00000, ,Peel,ON,  Air Canada ,Site 001 Primary, , ,Motorola, ,TRS
851.825000,0.00000, ,Peel,ON,  Air Canada ,Site 001 Primary, , ,Motorola, ,TRS
851.900000,0.00000,,York,ON,Vaughan,A1  Fire  Rescue   Simplex,VFRS A1,123.0 PL,FM,BM,Fire-Tac
851.950000,0.00000,,York,ON,Richmond Hill,B1  Fire  Emergency Services  Simplex ,B1 RHES ,123.0 PL,FM,BM,Fire-Tac
851.975000,0.00000, ,Peel,ON,  Greater Toronto Airports Authority,Site 001 GTAA, , ,Project 25, ,TRS
852.000000,0.00000, ,Peel,ON,  Greater Toronto Airports Authority,Site 001 GTAA, , ,Project 25, ,TRS
852.025000,0.00000,,York,ON,Markham,C1  Fire  Emergency Services  Simplex,MFES C1,123.0 PL,FM,BM,Fire-Tac
852.050000,0.00000, ,Peel,ON,  Air Canada ,Site 001 Primary, , ,Motorola, ,TRS
852.150000,0.00000, ,Peel,ON,  Greater Toronto Airports Authority,Site 001 GTAA, , ,Project 25, ,TRS
852.225000,0.00000, ,Hamilton,ON,  US Steel Canada  Stelco ,Site 001 Site1, , ,DMR, ,TRS
852.250000,0.00000, ,Peel,ON,  Greater Toronto Airports Authority,Site 001 GTAA, , ,Project 25, ,TRS
852.275000,0.00000,,Peel,ON,Mississauga Fire Service,Talkaround,MFS TA 1,,FM,M,Fire-Tac
852.300000,807.30000,,York,ON,Vaughan,A16  Fire Repeater A,VFRS A16,67.0 PL,FM,RM,Fire-Tac
852.425000,0.00000, ,Peel,ON,  Greater Toronto Airports Authority,Site 001 GTAA, , ,Project 25, ,TRS
852.450000,0.00000, ,Hamilton,ON,  US Steel Canada  Stelco ,Site 001 Site1, , ,DMR, ,TRS
852.475000,0.00000, ,Peel,ON,  Greater Toronto Airports Authority,Site 001 GTAA, , ,Project 25, ,TRS
852.500000,807.50000,,York,ON,Richmond Hill,B16   Fire Repeater B,B16 RHES,67.0 PL,FM,RM,Fire-Tac
852.550000,0.00000, ,Peel,ON,  Air Canada ,Site 001 Primary, , ,Motorola, ,TRS
852.675000,0.00000, ,Peel,ON,  Air Canada ,Site 001 Primary, , ,Motorola, ,TRS
852.725000,0.00000, ,Peel,ON,  Air Canada ,Site 001 Primary, , ,Motorola, ,TRS
852.750000,0.00000, ,Peel,ON,  Greater Toronto Airports Authority,Site 001 GTAA, , ,Project 25, ,TRS
852.800000,807.80000,,York,ON,Markham,C16  Fire Repeater C,MFES C16,67.0 PL,FM,RM,Fire-Tac
852.825000,0.00000, ,Peel,ON,  Air Canada ,Site 001 Primary, , ,Motorola, ,TRS
852.950000,0.00000,,Peel,ON,Mississauga Fire Service,Talkaround,MFS TA 3,,FM,M,Fire-Tac
853.000000,0.00000, ,Hamilton,ON,  US Steel Canada  Stelco ,Site 001 Site1, , ,DMR, ,TRS
853.050000,0.00000, ,Peel,ON,  Air Canada ,Site 001 Primary, , ,Motorola, ,TRS
853.075000,0.00000, ,Hamilton,ON,  US Steel Canada  Stelco ,Site 001 Site1, , ,DMR, ,TRS
853.100000,0.00000, ,Hamilton,ON,  US Steel Canada  Stelco ,Site 001 Site1, , ,DMR, ,TRS
853.150000,0.00000, ,Peel,ON,  Air Canada ,Site 001 Primary, , ,Motorola, ,TRS
857.037500,0.00000, ,Halton,ON,  Halton Region ,Site 002 North, , ,Project 25, ,TRS
857.062500,0.00000, ,Hamilton,ON,  Hamilton ,Site 001 Hamilton, , ,Project 25, ,TRS
857.262500,0.00000, ,Halton,ON,  Halton Region ,Site 001 South, , ,Project 25, ,TRS
857.287500,0.00000, ,Halton,ON,  Halton Region ,Site 002 North, , ,Project 25, ,TRS
857.312500,0.00000, ,Hamilton,ON,  Hamilton ,Site 001 Hamilton, , ,Project 25, ,TRS
857.562500,0.00000, ,Halton,ON,  Halton Region ,Site 002 North, , ,Project 25, ,TRS
857.587500,0.00000, ,Halton,ON,  Halton Region ,Site 001 South, , ,Project 25, ,TRS
857.812500,0.00000, ,Halton,ON,  Halton Region ,Site 002 North, , ,Project 25, ,TRS
858.475000,813.47500,,Hamilton,ON,Juravinski Hospital,Juravinski Hospital  Security,Juravinski ,CC 2|TG 10002|SL 1,DMR,RM,Security
858.475000,813.47500,,Hamilton,ON,Juravinski Hospital,Juravinski Hospital  Security,Juravinski,CC 2|TG 10001|SL 1,DMR,RM,Security
859.312500,814.31250,,Peel,ON,Mississauga Fire Service,Vehicular Repeater,MFS VR,67.0 PL,FM,RM,Fire Dispatch
859.437500,0.00000, ,Halton,ON,  Halton Region ,Site 001 South, , ,Project 25, ,TRS
859.512500,0.00000, ,Halton,ON,  Halton Region ,Site 002 North, , ,Project 25, ,TRS
859.687500,0.00000, ,Halton,ON,  Halton Region ,Site 001 South, , ,Project 25, ,TRS
859.787500,0.00000, ,Halton,ON,  Halton Region ,Site 002 North, , ,Project 25, ,TRS
860.312500,0.00000, ,Hamilton,ON,  Hamilton ,Site 001 Hamilton, , ,Project 25, ,TRS
860.512500,0.00000, ,Halton,ON,  Halton Region ,Site 001 South, , ,Project 25, ,TRS
861.012500,0.00000, ,Halton,ON,  Halton Region ,Site 001 South, , ,Project 25, ,TRS
861.112500,0.00000, ,Halton,ON,  Halton Region ,Site 002 North, , ,Project 25, ,TRS
861.812500,0.00000, ,Hamilton,ON,  Hamilton ,Site 001 Hamilton, , ,Project 25, ,TRS
862.012500,0.00000, ,Halton,ON,  Halton Region ,Site 001 South, , ,Project 25, ,TRS
862.062500,0.00000, ,Hamilton,ON,  Hamilton ,Site 001 Hamilton, , ,Project 25, ,TRS
862.262500,0.00000, ,Halton,ON,  Halton Region ,Site 001 South, , ,Project 25, ,TRS
862.687500,0.00000, ,Halton,ON,  Halton Region ,Site 001 South, , ,Project 25, ,TRS
863.412500,0.00000, ,Halton,ON,  Halton Region ,Site 002 North, , ,Project 25, ,TRS
864.837500,0.00000,,Peel,ON,Brampton,Brampton Civic Hospital  Portering,BCH Porter,CC 6|TG 919122|SL 1,DMR,BM,Hospital
865.337500,0.00000,,Peel,ON,Brampton,Brampton Civic Hospital  Housekeeping,BCH Hskp,CC 14|TG 223221|SL 1,DMR,BM,Hospital
865.587500,0.00000,,Peel,ON,Brampton,Brampton Civic Hospital  Security,BCH Security,CC 12|TG 919122|SL 1,DMR,BM,Security
866.087500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
866.187500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
866.212500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
866.237500,0.00000,,Toronto,ON,Fire Services  Back Up,North Command,TFS B/U N,131.8 PL,FM,BM,Fire-Tac
866.287500,0.00000, ,Hamilton,ON,  Hamilton ,Site 001 Hamilton, , ,Project 25, ,TRS
866.337500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
866.437500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
866.462500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
866.587500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
866.662500,0.00000, ,Hamilton,ON,  Hamilton ,Site 001 Hamilton, , ,Project 25, ,TRS
866.687500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
866.712500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
866.837500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
866.937500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
866.962500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
867.037500,0.00000, ,Hamilton,ON,  Hamilton ,Site 001 Hamilton, , ,Project 25, ,TRS
867.087500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
867.112500,0.00000,,Toronto,ON,Fire Services  Back Up,East Command,TFS B/U E,118.8 PL,FM,BM,Fire-Tac
867.187500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
867.212500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
867.262500,0.00000,,Toronto,ON,Fire Services  Back Up,West Command,TFS B/U W,146.2 PL,FM,BM,Fire-Tac
867.287500,0.00000, ,Hamilton,ON,  Hamilton ,Site 001 Hamilton, , ,Project 25, ,TRS
867.312500,0.00000, ,Halton,ON,  Halton Region ,Site 002 North, , ,Project 25, ,TRS
867.337500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
867.437500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
867.462500,0.00000,,Toronto,ON,Fire Services  Back Up,South Command,TFS B/U S,107.2 PL,FM,BM,Fire-Tac
867.537500,0.00000, ,Hamilton,ON,  Hamilton ,Site 001 Hamilton, , ,Project 25, ,TRS
867.587500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
867.687500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
867.737500,0.00000,,Toronto,ON,Fire Services  Back Up,Citywide,TFS B/U CW,162.2 PL,FM,BM,Fire-Tac
867.787500,0.00000, ,Hamilton,ON,  Hamilton ,Site 001 Hamilton, , ,Project 25, ,TRS
867.837500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
867.937500,0.00000, ,Peel,ON,  Peel Region ,Site 001 Peel Region, , ,Project 25, ,TRS
868.037500,0.00000, ,Hamilton,ON,  Hamilton ,Site 001 Hamilton, , ,Project 25, ,TRS
868.125000,0.00000,,Toronto,ON,Fire Services  South Command,South Fireground 1 ,TFS S FG 1,293 NAC,P25,BM,Fire-Tac
868.162500,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 009 Rapid Transit , , ,Project 25, ,TRS
868.200000,0.00000,,Toronto,ON,Fire Services  NorthEastWest Command,North East West Fireground 1,TFS NEW FG 1,293 NAC,P25,BM,Fire-Tac
868.225000,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 009 Rapid Transit , , ,Project 25, ,TRS
868.250000,0.00000,,Hamilton,ON,City Services,Police Simplex,HPS Simplex,107.2 PL,FM,M,Law Tac
868.250000,0.00000,,Toronto,ON,Fire Services  South Command,South Fireground 2,TFS S FG 2,293 NAC,P25,BM,Fire-Tac
868.300000,0.00000,,Toronto,ON,Fire Services  NorthEastWest Command,North East West Fireground 2,TFS NEW FG 2,293 NAC,P25,BM,Fire-Tac
868.325000,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 009 Rapid Transit , , ,Project 25, ,TRS
868.350000,0.00000,,Hamilton,ON,City Services,ERU Simplex,HPS ERU,,FM,M,Law Tac
868.387500,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 009 Rapid Transit , , ,Project 25, ,TRS
868.425000,0.00000,,Toronto,ON,Fire Services  NorthEastWest Command,North East West Fireground 3,TFS NEW FG 3,293 NAC,P25,BM,Fire-Tac
868.450000,0.00000,CFU227,Hamilton,ON,City Services,Fire  Simplex,HFD Simplex,107.2 PL,FM,M,Fire-Tac
868.475000,0.00000,,Toronto,ON,Fire Services  NorthEastWest Command,North East West Fireground 4,TFS NEW FG 4,293 NAC,P25,BM,Fire-Tac
868.525000,0.00000,,Toronto,ON,Fire Services  South Command,South Fireground 3,TFS S FG 3,293 NAC,P25,BM,Fire-Tac
868.600000,0.00000,,Hamilton,ON,City Services,Works  Traffic  Simplex,WorksSimplex,107.2 PL,FM,M,Public Works
868.625000,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 009 Rapid Transit , , ,Project 25, ,TRS
868.662500,0.00000,,Toronto,ON,Fire Services  NorthEastWest Command,North East West Fireground 5,TFS NEW FG 5,293 NAC,P25,BM,Fire-Tac
868.712500,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 009 Rapid Transit , , ,Project 25, ,TRS
868.737500,0.00000,,Toronto,ON,Fire Services  South Command,South Fireground 4,TFS S FG 4,293 NAC,P25,BM,Fire-Tac
868.762500,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 009 Rapid Transit , , ,Project 25, ,TRS
868.800000,0.00000,,Toronto,ON,Fire Services  South Command,South Fireground 5,TFS S FG 5,293 NAC,P25,BM,Fire-Tac
868.850000,0.00000,,Toronto,ON,Fire Services  NorthEastWest Command,North East West Fireground 6,TFS NEW FG 6,293 NAC,P25,BM,Fire-Tac
868.887500,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 009 Rapid Transit , , ,Project 25, ,TRS
868.937500,0.00000, ,Toronto,ON,  Toronto Emergency Services,Site 009 Rapid Transit , , ,Project 25, ,TRS
868.987500,0.00000,,Toronto,ON,Fire Services  South Command,South Fireground 6 ,TFS S FG 6,293 NAC,P25,BM,Fire-Tac
935.115000,0.00000,,York,ON,Vaughan,Expertech onsite Joint Operations Centre,Expertech,110.9 PL,FM,BM,Utilities
935.262500,0.00000, ,Toronto,ON,  Maple Leaf Sports and Entertainment,Site 001 Air Canada Centre, , ,DMR, ,TRS
935.275000,0.00000, ,Toronto,ON,  Maple Leaf Sports and Entertainment,Site 001 Air Canada Centre, , ,DMR, ,TRS
935.287500,0.00000, ,Toronto,ON,  Maple Leaf Sports and Entertainment,Site 001 Air Canada Centre, , ,DMR, ,TRS
935.300000,0.00000, ,Toronto,ON,  Maple Leaf Sports and Entertainment,Site 001 Air Canada Centre, , ,DMR, ,TRS
935.312500,0.00000, ,Toronto,ON,  Maple Leaf Sports and Entertainment,Site 001 Air Canada Centre, , ,DMR, ,TRS
936.637500,0.00000, ,Toronto,ON,  Toronto Hydro and Works,Site 001 Toronto, , ,Project 25, ,TRS
936.650000,0.00000, ,Toronto,ON,  Toronto City Services,Site 001 Toronto City Services, , ,Motorola, ,TRS
936.662500,0.00000, ,Toronto,ON,  Toronto City Services,Site 001 Toronto City Services, , ,Motorola, ,TRS
936.675000,0.00000, ,Toronto,ON,  Toronto Hydro and Works,Site 001 Toronto, , ,Project 25, ,TRS
936.687500,0.00000, ,Toronto,ON,  Toronto Hydro and Works,Site 001 Toronto, , ,Project 25, ,TRS
936.875000,0.00000, ,Toronto,ON,  Toronto City Services,Site 001 Toronto City Services, , ,Motorola, ,TRS
936.900000,0.00000, ,Toronto,ON,  Fleetcom,Site 001 500 Duplex Ave, , ,Motorola, ,TRS
936.912500,0.00000, ,Toronto,ON,  Fleetcom,Site 001 500 Duplex Ave, , ,Motorola, ,TRS
936.925000,0.00000, ,Toronto,ON,  Fleetcom,Site 001 500 Duplex Ave, , ,Motorola, ,TRS
936.950000,0.00000, ,Toronto,ON,  Fleetcom,Site 001 500 Duplex Ave, , ,Motorola, ,TRS
937.012500,0.00000, ,Toronto,ON,  Mobile Business  Toronto LTR  A,Site 001 CN Tower, , ,LTR, ,TRS
937.037500,0.00000, ,Toronto,ON,  Mobile Business  Toronto LTR  A,Site 001 CN Tower, , ,LTR, ,TRS
937.050000,0.00000, ,Toronto,ON,  Mobile Business  Toronto LTR  A,Site 001 CN Tower, , ,LTR, ,TRS
937.137500,0.00000,,Toronto,ON,Healthcare Humber River Hospital  Wilson Site,Security,HRH Sec,CC 5|TG 100|SL 1,DMR,BM,Security
937.175000,0.00000, ,Peel,ON,  Brampton City Services,Site 001 Brampton, , ,LTR, ,TRS
937.200000,0.00000, ,Peel,ON,  Brampton City Services,Site 001 Brampton, , ,LTR, ,TRS
937.225000,0.00000, ,Peel,ON,  Brampton City Services,Site 001 Brampton, , ,LTR, ,TRS
937.250000,0.00000, ,Peel,ON,  Brampton,Site 002 Site 2, , ,DMR, ,TRS
937.350000,0.00000, ,Peel,ON,  Airtime Communications,Site 017 Site17, , ,EDACS, ,TRS
937.475000,0.00000, ,Peel,ON,  Airtime Communications,Site 017 Site17, , ,EDACS, ,TRS
937.512500,0.00000, ,Toronto,ON,  Fleetcom,Site 001 500 Duplex Ave, , ,Motorola, ,TRS
937.525000,0.00000, ,Toronto,ON,  Fleetcom,Site 001 500 Duplex Ave, , ,Motorola, ,TRS
937.537500,0.00000, ,Toronto,ON,  Fleetcom,Site 001 500 Duplex Ave, , ,Motorola, ,TRS
937.550000,0.00000, ,Toronto,ON,  Fleetcom,Site 001 500 Duplex Ave, , ,Motorola, ,TRS
937.950000,0.00000,,Toronto,ON,Healthcare Humber River Hospital  Wilson Site,Security,HRH Sec,CC 5|TG 100|SL 1,DMR,BM,Security
938.100000,0.00000, ,Peel,ON,  Airtime Communications,Site 017 Site17, , ,EDACS, ,TRS
938.137500,0.00000, ,Halton,ON,  Oakville City Services,Site 001 BronteRebecca, , ,DMR, ,TRS
938.150000,0.00000, ,Halton,ON,  Oakville City Services,Site 001 BronteRebecca, , ,DMR, ,TRS
938.162500,0.00000, ,Halton,ON,  Oakville City Services,Site 001 BronteRebecca, , ,DMR, ,TRS
938.175000,0.00000, ,Halton,ON,  Oakville City Services,Site 001 BronteRebecca, , ,DMR, ,TRS
938.187500,0.00000, ,Halton,ON,  Oakville City Services,Site 001 BronteRebecca, , ,DMR, ,TRS
938.200000,0.00000, ,Halton,ON,  Oakville City Services,Site 001 BronteRebecca, , ,DMR, ,TRS
938.212500,0.00000, ,Halton,ON,  Oakville City Services,Site 001 BronteRebecca, , ,DMR, ,TRS
938.225000,0.00000, ,Halton,ON,  Oakville City Services,Site 004 Rattlesnake Point, , ,DMR, ,TRS
938.237500,0.00000, ,Halton,ON,  Oakville City Services,Site 004 Rattlesnake Point, , ,DMR, ,TRS
938.250000,0.00000, ,Halton,ON,  Oakville City Services,Site 002 White Oaks  Sector 1, , ,DMR, ,TRS
938.262500,0.00000, ,Halton,ON,  Oakville City Services,Site 002 White Oaks  Sector 1, , ,DMR, ,TRS
938.275000,0.00000, ,Halton,ON,  Oakville City Services,Site 002 White Oaks  Sector 1, , ,DMR, ,TRS
938.287500,0.00000, ,Halton,ON,  Oakville City Services,Site 002 White Oaks  Sector 1, , ,DMR, ,TRS
938.300000,0.00000, ,Halton,ON,  Oakville City Services,Site 002 White Oaks  Sector 1, , ,DMR, ,TRS
938.312500,0.00000, ,Halton,ON,  Oakville City Services,Site 003 White Oaks  Sector 2, , ,DMR, ,TRS
938.325000,0.00000, ,Halton,ON,  Oakville City Services,Site 003 White Oaks  Sector 2, , ,DMR, ,TRS
938.337500,0.00000, ,Halton,ON,  Oakville City Services,Site 003 White Oaks  Sector 2, , ,DMR, ,TRS
938.350000,0.00000, ,Halton,ON,  Oakville City Services,Site 003 White Oaks  Sector 2, , ,DMR, ,TRS
938.362500,0.00000, ,Halton,ON,  Oakville City Services,Site 003 White Oaks  Sector 2, , ,DMR, ,TRS
938.375000,0.00000, ,Halton,ON,  Oakville City Services,Site 003 White Oaks  Sector 2, , ,DMR, ,TRS
938.375000,0.00000, ,Peel,ON,  Airtime Communications,Site 017 Site17, , ,EDACS, ,TRS
938.387500,0.00000, ,Toronto,ON,  Toronto Hydro and Works,Site 001 Toronto, , ,Project 25, ,TRS
938.400000,0.00000, ,Toronto,ON,  Toronto City Services,Site 001 Toronto City Services, , ,Motorola, ,TRS
938.412500,0.00000, ,Toronto,ON,  Toronto City Services,Site 001 Toronto City Services, , ,Motorola, ,TRS
938.437500,0.00000, ,Toronto,ON,  Toronto Hydro and Works,Site 001 Toronto, , ,Project 25, ,TRS
938.450000,0.00000, ,Toronto,ON,  Toronto City Services,Site 001 Toronto City Services, , ,Motorola, ,TRS
938.512500,0.00000, ,Toronto,ON,  Mobile Business  Toronto LTR  A,Site 001 CN Tower, , ,LTR, ,TRS
938.525000,0.00000, ,Peel,ON,  Brampton City Services,Site 001 Brampton, , ,LTR, ,TRS
938.537500,0.00000, ,Toronto,ON,  Mobile Business  Toronto LTR  A,Site 001 CN Tower, , ,LTR, ,TRS
938.550000,0.00000, ,Peel,ON,  Brampton City Services,Site 001 Brampton, , ,LTR, ,TRS
938.562500,0.00000, ,Toronto,ON,  Mobile Business  Toronto LTR  A,Site 001 CN Tower, , ,LTR, ,TRS
938.575000,0.00000, ,Halton,ON,  Oakville City Services,Site 004 Rattlesnake Point, , ,DMR, ,TRS
938.587500,0.00000, ,Toronto,ON,  Mobile Business  Toronto LTR  A,Site 001 CN Tower, , ,LTR, ,TRS
938.600000,0.00000, ,Peel,ON,  Brampton City Services,Site 001 Brampton, , ,LTR, ,TRS
938.725000,0.00000, ,Peel,ON,  Airtime Communications,Site 017 Site17, , ,EDACS, ,TRS
938.762500,0.00000, ,Halton,ON,  OakvilleTrafalgar Memorial Hospital,Site 001 OTMH, , ,DMR, ,TRS
938.787500,0.00000, ,Halton,ON,  OakvilleTrafalgar Memorial Hospital,Site 001 OTMH, , ,DMR, ,TRS
939.012500,0.00000, ,Durham,ON,  General Motors Canada,Site 073 Oshawa Car Assembly, , ,DMR, ,TRS
939.025000,0.00000, ,Durham,ON,  General Motors Canada,Site 073 Oshawa Car Assembly, , ,DMR, ,TRS
939.037500,0.00000, ,Durham,ON,  General Motors Canada,Site 073 Oshawa Car Assembly, , ,DMR, ,TRS
939.050000,0.00000, ,Durham,ON,  General Motors Canada,Site 073 Oshawa Car Assembly, , ,DMR, ,TRS
939.062500,0.00000, ,Durham,ON,  General Motors Canada,Site 073 Oshawa Car Assembly, , ,DMR, ,TRS
939.075000,0.00000, ,Durham,ON,  General Motors Canada,Site 073 Oshawa Car Assembly, , ,DMR, ,TRS
939.087500,0.00000, ,Durham,ON,  General Motors Canada,Site 073 Oshawa Car Assembly, , ,DMR, ,TRS
939.100000,0.00000, ,Durham,ON,  General Motors Canada,Site 073 Oshawa Car Assembly, , ,DMR, ,TRS
939.112500,0.00000, ,Durham,ON,  General Motors Canada,Site 073 Oshawa Car Assembly, , ,DMR, ,TRS
939.125000,0.00000, ,Durham,ON,  General Motors Canada,Site 073 Oshawa Car Assembly, , ,DMR, ,TRS
939.137500,0.00000, ,Toronto,ON,  Mobile Business  Toronto LTR  A,Site 001 CN Tower, , ,LTR, ,TRS
939.150000,0.00000, ,Peel,ON,  Brampton,Site 001 Site 1, , ,DMR, ,TRS
939.162500,0.00000, ,Toronto,ON,  Mobile Business  Toronto LTR  A,Site 001 CN Tower, , ,LTR, ,TRS
939.175000,0.00000, ,Peel,ON,  Brampton City Services,Site 001 Brampton, , ,LTR, ,TRS
939.187500,0.00000, ,Toronto,ON,  Mobile Business  Toronto LTR  A,Site 001 CN Tower, , ,LTR, ,TRS
939.200000,0.00000, ,Peel,ON,  Brampton,Site 001 Site 1, , ,DMR, ,TRS
939.212500,0.00000, ,Toronto,ON,  Mobile Business  Toronto LTR  A,Site 001 CN Tower, , ,LTR, ,TRS
939.225000,0.00000, ,Peel,ON,  Brampton,Site 002 Site 2, , ,DMR, ,TRS
939.250000,0.00000, ,Peel,ON,  Brampton,Site 001 Site 1, , ,DMR, ,TRS
939.600000,0.00000, ,Hamilton,ON,  Mobile Business  Hamilton 900 MHz,Site 002 Unconfirmed LCN, , ,LTR, ,TRS
939.612500,0.00000, ,Hamilton,ON,  Mobile Business  Hamilton 900 MHz,Site 001 Confirmed LCN, , ,LTR, ,TRS
939.625000,0.00000, ,Hamilton,ON,  Mobile Business  Hamilton 900 MHz,Site 002 Unconfirmed LCN, , ,LTR, ,TRS
1250.000000,0.00000,VE3YYZ,Toronto,ON,23 cm Band,VE3YYZAD   DSTAR,VE3YYZ-AD,,D-STAR,RM,Ham
1284.000000,1272.00000,VA3GTU,Toronto,ON,23 cm Band,VA3GTU  Toronto,VA3GTU,,FM,RM,Ham
1285.000000,1273.00000,VE3VGA,Toronto,ON,23 cm Band,VE3VGA  Toronto,VE3VGA,,FM,RM,Ham
1287.500000,1275.50000,VE3YYZ,Toronto,ON,23 cm Band,VE3YYZA   DSTAR,VE3YYZ-A,,D-STAR,RM,Ham
